BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
W000820,HON. MIMI WALTERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0473796,FITZPATRICK CASEY T.,12/20/2016,12/20/2016,MEALS,40.13,2016,FITZPATRICK CASEY T.
W000820,HON. MIMI WALTERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0474158,SIGLER ABIGAIL H.,12/11/2016,12/15/2016,MEALS,73.5,2016,SIGLER ABIGAIL H.
W000820,HON. MIMI WALTERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/11/2017,AP,E0476226,OH SAMUEL S.,12/20/2016,12/24/2016,MEALS,82.44,2016,OH SAMUEL S.
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0492477,FRIE AMANDA L,2/17/2017,2/18/2017,MEALS,28.52,2017,FRIE AMANDA L
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0492485,CITIBANK GOV CARD SERVICE,1/18/2017,1/22/2017,MEALS,227.44,2017,CITIBANK GOV CARD SERVICE
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0492494,CITIBANK GOV CARD SERVICE,1/3/2017,1/12/2017,MEALS,214.07,2017,CITIBANK GOV CARD SERVICE
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0500342,CITIBANK GOV CARD SERVICE,1/30/2017,2/17/2017,MEALS,163.62,2017,CITIBANK GOV CARD SERVICE
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/3/2017,AP,E0472304,CITIBANK GOV CARD SERVICE,11/14/2016,11/17/2016,MEALS,17.54,2016,CITIBANK GOV CARD SERVICE
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/8/2017,AP,E0473002,BRILEY JOHN,12/13/2016,12/13/2016,MEALS,18.2,2016,BRILEY JOHN
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/15/2017,AP,E0483117,CITIBANK GOV CARD SERVICE,11/28/2016,12/2/2016,MEALS,140.44,2016,CITIBANK GOV CARD SERVICE
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0484840,CITIBANK GOV CARD SERVICE,12/7/2016,12/13/2016,MEALS,289.2,2016,CITIBANK GOV CARD SERVICE
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0492500,CITIBANK GOV CARD SERVICE,1/2/2017,1/2/2017,MEALS,19.5,2017,CITIBANK GOV CARD SERVICE
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/17/2017,AP,E0488942,CITIBANK GOV CARD SERVICE,1/5/2017,1/24/2017,MEALS,34.57,2017,CITIBANK GOV CARD SERVICE
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0493051,CITIBANK GOV CARD SERVICE,1/17/2017,1/17/2017,MEALS,54.2,2017,CITIBANK GOV CARD SERVICE
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0493065,HOLLERS LOGAN L.,2/23/2017,2/24/2017,MEALS,16.17,2017,HOLLERS LOGAN L.
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0493923,LANE KAITLYN M.,2/23/2017,2/23/2017,MEALS,11.98,2017,LANE KAITLYN M.
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0495555,STEINBERG JONATHAN S.,2/23/2017,2/23/2017,MEALS,11.98,2017,STEINBERG JONATHAN S.
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0496694,POUGH TRACIE S.,2/27/2017,2/27/2017,MEALS,8.41,2017,POUGH TRACIE S.
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0498889,CITIBANK GOV CARD SERVICE,2/23/2017,2/26/2017,MEALS,91.79,2017,CITIBANK GOV CARD SERVICE
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0501225,CITIBANK GOV CARD SERVICE,1/26/2017,2/16/2017,MEALS,93.61,2017,CITIBANK GOV CARD SERVICE
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0498800,CITIBANK GOV CARD SERVICE,1/6/2017,1/6/2017,MEALS,9.82,2017,CITIBANK GOV CARD SERVICE
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,E0498859,VIGGIANO MICHAEL J.,2/23/2017,2/23/2017,MEALS,12,2017,VIGGIANO MICHAEL J.
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0479018,CITIBANK GOV CARD SERVICE,11/30/2016,12/15/2016,MEALS,114.55,2016,CITIBANK GOV CARD SERVICE
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/24/2017,AP,E0491135,CITIBANK GOV CARD SERVICE,9/14/2016,9/14/2016,MEALS,24.51,2016,CITIBANK GOV CARD SERVICE
W000822,HON. BONNIE WATSON COLEMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0474436,JUAREZ NANCY M.,12/16/2016,12/16/2016,MEALS,15.94,2016,JUAREZ NANCY M.
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/13/2017,AP,E0485851,JONES ELIZABETH B.,1/26/2017,1/27/2017,MEALS,15.06,2017,JONES ELIZABETH B.
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/17/2017,AP,E0488524,CITIBANK GOV CARD SERVICE,1/24/2017,1/27/2017,MEALS,173.44,2017,CITIBANK GOV CARD SERVICE
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/27/2017,AP,E0488503,CITIBANK GOV CARD SERVICE,1/4/2017,1/5/2017,MEALS,353.5,2017,CITIBANK GOV CARD SERVICE
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0495215,HON RANDALL K WEBER,2/17/2017,3/3/2017,MEALS,36.04,2017,HON RANDALL K WEBER
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0497674,CITIBANK GOV CARD SERVICE,1/24/2017,1/29/2017,MEALS,150.27,2017,CITIBANK GOV CARD SERVICE
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,E0500615,HON RANDALL K WEBER,3/15/2017,3/20/2017,MEALS,29,2017,HON RANDALL K WEBER
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0480008,CITIBANK GOV CARD SERVICE,11/29/2016,11/29/2016,MEALS,18.21,2016,CITIBANK GOV CARD SERVICE
W000806,HON. DANIEL WEBSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0477894,EMHOF JARYN A.,12/20/2016,12/20/2016,MEALS,9.93,2016,EMHOF JARYN A.
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0490633,VELLER KEVIN S.,1/11/2017,1/11/2017,MEALS,23,2017,VELLER KEVIN S.
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0494812,TWIGG GEORGE,2/12/2017,2/13/2017,MEALS,57.39,2017,TWIGG GEORGE
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0494814,FURNARI SHANNON M,2/10/2017,2/10/2017,MEALS,16.2,2017,FURNARI SHANNON M
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/15/2017,AP,E0495057,ROGAN ROBERT E,2/9/2017,2/9/2017,MEALS,369.2,2017,ROGAN ROBERT E
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0498473,VELLER KEVIN S.,2/10/2017,2/10/2017,MEALS,24.35,2017,VELLER KEVIN S.
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0498513,HARTMAN KIRSTEN M.,3/3/2017,3/4/2017,MEALS,47.73,2017,HARTMAN KIRSTEN M.
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0499599,ROSENBLUTH AARON B.,3/3/2017,3/3/2017,MEALS,64.73,2017,ROSENBLUTH AARON B.
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/10/2017,AP,E0476993,TWIGG GEORGE,12/1/2016,12/1/2016,MEALS,8.25,2016,TWIGG GEORGE
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0480941,VELLER KEVIN S.,10/3/2016,10/3/2016,MEALS,7.54,2016,VELLER KEVIN S.
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0480942,HON. PETER WELCH,11/21/2016,11/21/2016,MEALS,42.66,2016,HON. PETER WELCH
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0478410,CUMMINS ANDREA R.,12/5/2016,12/7/2016,MEALS,64.6,2016,CUMMINS ANDREA R.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0478417,HARLEY DEREK N.,12/21/2016,12/22/2016,MEALS,63.11,2016,HARLEY DEREK N.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/2/2017,AP,E0489084,HARLEY DEREK N.,11/22/2016,11/23/2016,MEALS,59.94,2016,HARLEY DEREK N.
W000821,HON. BRUCE WESTERMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/17/2017,AP,E0488794,HON BRUCE WESTERMAN,1/23/2017,1/23/2017,MEALS,2.02,2017,HON BRUCE WESTERMAN
W000821,HON. BRUCE WESTERMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/15/2017,AP,E0495680,SAYLOR GEORGE R.,2/21/2017,2/23/2017,MEALS,71.82,2017,SAYLOR GEORGE R.
W000821,HON. BRUCE WESTERMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0477381,SAYLOR GEORGE R.,12/30/2016,12/30/2016,MEALS,12.95,2016,SAYLOR GEORGE R.
W000796,HON. LYNN A. WESTMORELAND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,E0472770,CITIBANK GOV CARD SERVICE,10/17/2016,10/20/2016,MEALS,69.04,2016,CITIBANK GOV CARD SERVICE
W000796,HON. LYNN A. WESTMORELAND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0480782,CITIBANK GOV CARD SERVICE,12/7/2016,12/7/2016,MEALS,5.83,2016,CITIBANK GOV CARD SERVICE
W000816,HON. ROGER WILLIAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0497740,CITIBANK GOV CARD SERVICE,2/1/2017,2/1/2017,MEALS,35,2017,CITIBANK GOV CARD SERVICE
W000816,HON. ROGER WILLIAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0500279,CITIBANK GOV CARD SERVICE,1/17/2017,1/17/2017,MEALS,12.19,2017,CITIBANK GOV CARD SERVICE
W000808,HON. FREDERICA S. WILSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,E0498975,POSTELL JOYCE M.,3/12/2017,3/12/2017,MEALS,3.17,2017,POSTELL JOYCE M.
W000808,HON. FREDERICA S. WILSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0479692,CITIBANK GOV CARD SERVICE,12/9/2016,12/9/2016,MEALS,50.54,2016,CITIBANK GOV CARD SERVICE
W000795,HON. JOE WILSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0497965,SALEEBY EMILY A.,2/22/2017,2/22/2017,MEALS,4.52,2017,SALEEBY EMILY A.
W000795,HON. JOE WILSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0471507,RUTHVEN MARTHA K.,11/4/2016,11/18/2016,MEALS,33,2016,RUTHVEN MARTHA K.
W000795,HON. JOE WILSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0478973,CITIBANK GOV CARD SERVICE,12/12/2016,12/27/2016,MEALS,131.88,2016,CITIBANK GOV CARD SERVICE
W000795,HON. JOE WILSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0497971,SALEEBY EMILY A.,11/2/2016,11/4/2016,MEALS,18.02,2016,SALEEBY EMILY A.
W000795,HON. JOE WILSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0497971,SALEEBY EMILY A.,12/20/2016,12/20/2016,MEALS,5.1,2016,SALEEBY EMILY A.
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/10/2017,AP,E0476091,CITIBANK GOV CARD SERVICE,11/28/2016,12/11/2017,MEALS,7.49,2017,CITIBANK GOV CARD SERVICE
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/17/2017,AP,898435,CITIBANK GOV CARD SERVICE,11/28/2016,12/11/2017,MEALS,-7.49,2017,CITIBANK GOV CARD SERVICE
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0484275,SCAGGS JANICE R.,1/23/2017,1/26/2017,MEALS,29.34,2017,SCAGGS JANICE R.
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0484276,BADER DAVID,1/23/2017,1/23/2017,MEALS,11.82,2017,BADER DAVID
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0484277,GARRETT TERI L.,1/18/2017,1/23/2017,MEALS,31.03,2017,GARRETT TERI L.
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/7/2017,AP,E0485372,CITIBANK GOV CARD SERVICE,1/2/2017,1/25/2017,MEALS,34.83,2017,CITIBANK GOV CARD SERVICE
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/14/2017,AP,E0487294,BURGHOFF MARY C.,2/6/2017,2/6/2017,MEALS,18.65,2017,BURGHOFF MARY C.
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0492559,GARRETT TERI L.,2/10/2017,2/16/2017,MEALS,36.06,2017,GARRETT TERI L.
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/8/2017,AP,E0494126,CITIBANK GOV CARD SERVICE,2/20/2017,2/23/2017,MEALS,40.4,2017,CITIBANK GOV CARD SERVICE
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/8/2017,AP,E0494127,CITIBANK GOV CARD SERVICE,1/27/2017,2/26/2017,MEALS,73.52,2017,CITIBANK GOV CARD SERVICE
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/10/2017,AP,E0476096,ACKERMAN JOYCE L.,12/6/2016,12/6/2016,MEALS,25.88,2016,ACKERMAN JOYCE L.
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/10/2017,AP,E0476104,GARRETT TERI L.,12/8/2016,12/8/2016,MEALS,14.02,2016,GARRETT TERI L.
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/17/2017,AP,898435,CITIBANK GOV CARD SERVICE,11/28/2016,12/11/2016,MEALS,7.49,2016,CITIBANK GOV CARD SERVICE
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,E0485363,CITIBANK GOV CARD SERVICE,1/3/2017,1/3/2017,MEALS,4,2017,CITIBANK GOV CARD SERVICE
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,E0486213,DUERST CATE S.,1/23/2017,2/2/2017,MEALS,26.37,2017,DUERST CATE S.
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/4/2017,AP,E0491014,DUERST CATE S.,2/6/2017,2/16/2017,MEALS,42.59,2017,DUERST CATE S.
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0494140,CITIBANK GOV CARD SERVICE,1/30/2017,2/16/2017,MEALS,46.8,2017,CITIBANK GOV CARD SERVICE
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0497954,BROOKS MICHAEL,2/10/2017,2/10/2017,MEALS,11.98,2017,BROOKS MICHAEL
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0497955,DUERST CATE S.,3/1/2017,3/9/2017,MEALS,32.64,2017,DUERST CATE S.
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,E0498989,NATONSKI DAVID R.,2/22/2017,2/23/2017,MEALS,141.5,2017,NATONSKI DAVID R.
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0479141,DUERST CATE S.,11/29/2016,11/30/2016,MEALS,28.75,2016,DUERST CATE S.
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0483840,HON TED S YOHO,1/18/2017,1/27/2017,MEALS,19.33,2017,HON TED S YOHO
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/14/2017,AP,E0487133,HON TED S YOHO,2/3/2017,2/5/2017,MEALS,66.53,2017,HON TED S YOHO
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/4/2017,AP,E0493086,HON TED S YOHO,1/15/2017,1/30/2017,MEALS,25.48,2017,HON TED S YOHO
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0493166,HON TED S YOHO,2/23/2017,2/23/2017,MEALS,19.37,2017,HON TED S YOHO
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/23/2017,AP,E0497893,HON TED S YOHO,2/27/2017,3/7/2017,MEALS,52.42,2017,HON TED S YOHO
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/24/2017,AP,E0497921,POSOBIEC BRITTANY P.,2/18/2017,2/21/2017,MEALS,130.8,2017,POSOBIEC BRITTANY P.
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,E0499703,HON TED S YOHO,3/10/2017,3/13/2017,MEALS,24.6,2017,HON TED S YOHO
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/3/2017,AP,E0471229,HON TED S YOHO,12/7/2016,12/7/2016,MEALS,1254.83,2016,HON TED S YOHO
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/3/2017,AP,E0471376,HON TED S YOHO,12/3/2016,12/11/2016,MEALS,427.92,2016,HON TED S YOHO
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0471231,RAWSON GREGORY N.,12/7/2016,12/10/2016,MEALS,39.8,2016,RAWSON GREGORY N.
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0473063,RICHARDSON DOROTHY G.,12/7/2016,12/8/2016,MEALS,15.02,2016,RICHARDSON DOROTHY G.
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,E0469864,HON TED S YOHO,10/30/2016,10/30/2016,MEALS,5.4,2016,HON TED S YOHO
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0478030,HON TED S YOHO,12/13/2016,1/2/2017,MEALS,27.4,2017,HON TED S YOHO
Y000066,HON. DAVID YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/1/2017,AP,E0489241,CARSTENSEN JAMES D.,1/4/2017,1/4/2017,MEALS,22.98,2017,CARSTENSEN JAMES D.
Y000066,HON. DAVID YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0489237,CITIBANK GOV CARD SERVICE,1/4/2017,1/5/2017,MEALS,111.18,2017,CITIBANK GOV CARD SERVICE
Y000066,HON. DAVID YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0493374,OLSON JACOB N,2/23/2017,2/23/2017,MEALS,14.7,2017,OLSON JACOB N
Y000066,HON. DAVID YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0493459,MASON BENJAMIN T,2/22/2017,2/22/2017,MEALS,11,2017,MASON BENJAMIN T
Y000066,HON. DAVID YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0496168,CITIBANK GOV CARD SERVICE,2/6/2017,2/23/2017,MEALS,652.3,2017,CITIBANK GOV CARD SERVICE
Y000033,HON. DON YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/24/2017,AP,E0487354,SCHULTZ GRANT M,1/31/2017,2/2/2017,MEALS,29.87,2017,SCHULTZ GRANT M
Y000033,HON. DON YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0474960,CITIBANK GOV CARD SERVICE,10/27/2016,11/10/2016,MEALS,203.02,2016,CITIBANK GOV CARD SERVICE
Y000033,HON. DON YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/18/2017,AP,E0478431,CITIBANK GOV CARD SERVICE,12/20/2016,12/25/2016,MEALS,101.55,2016,CITIBANK GOV CARD SERVICE
Y000033,HON. DON YOUNG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0478377,HON. DON YOUNG,12/20/2016,12/22/2016,MEALS,28.25,2016,HON. DON YOUNG
Z000017,HON. LEE M. ZELDIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/13/2017,AP,E0486188,JOHNSON III CLEVELAND,1/3/2017,1/3/2017,MEALS,10.57,2017,JOHNSON III CLEVELAND
Z000017,HON. LEE M. ZELDIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/15/2017,AP,E0487596,JOHNSON III CLEVELAND,1/4/2017,1/4/2017,MEALS,13.82,2017,JOHNSON III CLEVELAND
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/4/2017,AP,E0481496,FLINT AARON H.,1/17/2017,1/18/2017,MEALS,25.2,2017,FLINT AARON H.
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0487135,FLINT AARON H.,1/3/2017,1/3/2017,MEALS,27.54,2017,FLINT AARON H.
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0493339,CITIBANK GOV CARD SERVICE,1/23/2017,1/24/2017,MEALS,53.74,2017,CITIBANK GOV CARD SERVICE
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/31/2017,AP,E0498930,CITIBANK GOV CARD SERVICE,1/27/2017,2/16/2017,MEALS,58.45,2017,CITIBANK GOV CARD SERVICE
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/10/2017,AP,E0470671,CITIBANK GOV CARD SERVICE,10/27/2016,10/27/2016,MEALS,48.78,2016,CITIBANK GOV CARD SERVICE
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0474855,CHAMBERS MICAH D.,12/18/2016,12/20/2016,MEALS,44.03,2016,CHAMBERS MICAH D.
Z000018,HON. RYAN K. ZINKE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0479699,CITIBANK GOV CARD SERVICE,12/16/2016,12/16/2016,MEALS,50.35,2016,CITIBANK GOV CARD SERVICE
